record_id,date,department,employee_id,team,project_code,activity,co2_kg,energy_kwh,source,location,weekday,month,quarter,cost_usd,units_used,distance_km,hours_spent,paper_kg,water_liters,waste_kg,equipment_type,carbon_score,flag_high_emission,client
429,2024-01-25,Operations,E9288,Team 2,P442,Activity 17,4508.67,2192.1,Gas,Paris,3,1,1,4703.69,410,1673.0,2.6,19.8,185.0,87.5,Car,67.71,0,Client 16
430,2024-02-05,Engineering,E4863,Team 8,P653,Activity 8,3036.22,379.2,Gas,Tokyo,0,2,1,1623.24,158,1313.9,2.7,37.4,870.4,29.5,Printer,55.37,1,Client 14
431,2024-03-03,HR,E6101,Team 8,P374,Activity 12,4375.2,2827.9,Gas,Paris,6,3,1,1497.66,33,1244.6,1.5,9.8,138.1,52.7,Car,15.46,0,Client 9
432,2024-04-27,Product,E6422,Team 7,P858,Activity 17,4138.13,2296.8,Flights,Tokyo,5,4,2,2022.77,822,1004.9,20.4,36.2,154.8,90.7,Printer,54.4,1,Client 20
433,2024-05-26,Engineering,E1347,Team 6,P292,Activity 15,856.42,1816.4,Car,Paris,6,5,2,3037.09,748,1202.0,14.5,7.9,628.1,71.1,Server,21.93,0,Client 15
434,2024-05-08,Finance,E7679,Team 9,P932,Activity 18,4817.1,2731.4,Gas,New York,2,5,2,195.34,663,976.7,12.6,37.2,419.2,49.6,AC,29.09,0,Client 48
435,2024-04-26,Marketing,E7322,Team 6,P454,Activity 20,3705.19,89.0,Gas,Tokyo,4,4,2,4092.96,358,1778.3,3.3,34.9,290.5,1.8,Printer,71.08,0,Client 1
436,2024-05-26,Engineering,E9304,Team 2,P920,Activity 19,2277.77,1684.2,Heating,Sydney,6,5,2,385.1,403,1398.3,14.7,5.3,571.6,64.0,Car,54.97,0,Client 19
437,2024-04-13,Marketing,E7105,Team 5,P601,Activity 4,2607.9,330.6,Heating,London,5,4,2,2392.07,645,813.3,21.4,49.5,468.2,12.6,Printer,9.25,0,Client 25
438,2024-02-13,Operations,E5334,Team 2,P346,Activity 6,4944.78,1016.9,Gas,Sydney,1,2,1,327.7,149,606.6,2.1,8.8,139.6,56.2,Server,98.46,1,Client 45
439,2024-02-14,Operations,E2726,Team 8,P548,Activity 12,3765.46,1589.9,Car,Berlin,2,2,1,2908.12,682,1727.7,15.7,15.0,630.4,87.9,Car,57.12,0,Client 9
440,2024-02-03,Engineering,E4230,Team 3,P891,Activity 3,4871.29,2721.8,Flights,New York,5,2,1,1724.82,275,1311.5,7.5,5.5,914.8,15.4,AC,99.33,1,Client 26
441,2024-02-12,Finance,E5492,Team 5,P373,Activity 14,1305.84,103.4,Gas,New York,0,2,1,1953.92,350,767.3,17.3,46.7,438.7,0.8,Server,29.93,0,Client 24
442,2024-01-15,HR,E5347,Team 6,P692,Activity 12,2670.9,1549.3,Flights,London,0,1,1,3472.76,44,1222.9,15.4,39.0,703.4,32.7,AC,61.42,1,Client 26
443,2024-03-24,Operations,E6824,Team 10,P348,Activity 6,4971.49,2096.1,Gas,Paris,6,3,1,4540.09,105,1745.1,7.9,27.4,154.7,91.2,AC,75.31,1,Client 44
444,2024-03-22,Engineering,E8655,Team 6,P426,Activity 12,2408.4,1559.9,Flights,London,4,3,1,2355.4,617,685.6,17.1,21.0,979.5,96.1,Flight,86.71,1,Client 32
445,2024-06-16,Operations,E4987,Team 1,P886,Activity 5,4758.79,1405.9,Aviation,Tokyo,6,6,2,4786.55,892,177.0,15.0,38.0,540.1,68.6,Printer,9.91,1,Client 21
446,2024-04-04,Product,E2228,Team 7,P316,Activity 11,1312.53,1961.3,Electricity,London,3,4,2,4466.6,380,853.4,10.0,26.4,540.5,94.8,Car,73.76,0,Client 45
447,2024-01-30,Product,E5875,Team 9,P428,Activity 4,1997.31,513.5,Heating,Paris,1,1,1,1788.93,357,1781.4,6.7,33.9,437.0,56.2,AC,83.71,0,Client 9
448,2024-03-12,Marketing,E2688,Team 7,P496,Activity 15,1182.33,98.1,Heating,Tokyo,1,3,1,2410.43,805,587.2,8.0,33.7,756.0,74.5,Car,57.13,1,Client 10
449,2024-03-24,Marketing,E4797,Team 3,P610,Activity 14,4843.09,1971.8,Flights,Paris,6,3,1,3596.5,235,1844.8,10.9,41.8,764.1,82.3,AC,18.07,1,Client 35
450,2024-03-26,HR,E7032,Team 2,P413,Activity 1,3996.29,1978.3,Electricity,Sydney,1,3,1,4154.29,225,1816.0,6.8,38.6,50.1,37.7,Car,74.43,0,Client 49
451,2024-01-28,Finance,E2320,Team 9,P464,Activity 5,3531.76,1374.7,Electricity,Tokyo,6,1,1,3673.58,231,1323.4,11.2,28.1,648.1,95.9,AC,72.11,1,Client 24
452,2024-01-31,Marketing,E6323,Team 1,P165,Activity 4,365.44,2455.8,Car,Paris,2,1,1,4511.33,930,1719.9,21.4,7.4,890.5,22.3,Server,25.32,1,Client 34
453,2024-06-17,HR,E8008,Team 9,P982,Activity 10,2545.83,1334.3,Heating,Delhi,0,6,2,2467.1,975,562.2,4.7,9.8,158.0,38.3,Printer,92.81,1,Client 48
454,2024-01-26,Sales,E6886,Team 8,P715,Activity 18,4819.9,2375.5,Aviation,New York,4,1,1,3539.08,868,1784.6,9.8,7.7,60.8,83.3,Server,50.22,0,Client 48
455,2024-04-26,Product,E8562,Team 6,P152,Activity 10,813.49,2167.8,Aviation,Tokyo,4,4,2,4634.89,717,1612.0,14.2,43.9,282.1,6.8,Printer,70.84,0,Client 44
456,2024-04-04,Sales,E9879,Team 5,P825,Activity 10,3154.05,103.0,Aviation,Sydney,3,4,2,4656.03,23,143.0,13.7,27.9,967.3,12.8,Flight,83.7,1,Client 44
457,2024-02-23,Operations,E1655,Team 10,P495,Activity 10,1256.98,643.9,Heating,Sydney,4,2,1,584.29,724,1863.6,1.3,38.2,576.4,20.5,Laptop,48.32,1,Client 16
458,2024-02-08,Engineering,E6083,Team 1,P425,Activity 1,2584.76,448.0,Aviation,Berlin,3,2,1,4073.49,572,1087.3,21.8,20.0,919.8,22.0,AC,28.75,1,Client 36
459,2024-04-27,Sales,E3146,Team 9,P503,Activity 8,2789.25,2388.1,Heating,Tokyo,5,4,2,2206.13,483,1555.7,6.4,23.7,485.8,62.2,AC,36.54,1,Client 45
460,2024-06-08,Finance,E1715,Team 2,P506,Activity 20,362.32,479.6,Aviation,London,5,6,2,1048.83,637,642.0,18.8,32.3,474.1,93.1,Server,33.45,0,Client 18
461,2024-02-28,Operations,E1889,Team 3,P355,Activity 16,1854.98,544.7,Electricity,Sydney,2,2,1,676.6,194,1638.7,9.8,33.6,919.9,16.3,Car,40.52,1,Client 30
462,2024-03-15,Marketing,E9953,Team 8,P813,Activity 12,888.59,103.2,Aviation,Berlin,4,3,1,2977.98,761,1678.8,4.3,35.3,914.2,72.7,Flight,70.22,1,Client 44
463,2024-04-06,Marketing,E8607,Team 5,P504,Activity 14,3999.94,2523.5,Electricity,Delhi,5,4,2,1294.17,749,966.0,8.3,27.5,848.0,19.4,Laptop,35.75,0,Client 3
464,2024-03-18,Operations,E8730,Team 7,P562,Activity 14,1760.42,1486.6,Electricity,Delhi,0,3,1,1307.21,939,301.5,16.4,39.0,736.4,63.1,Car,58.59,0,Client 23
465,2024-03-28,Product,E8929,Team 7,P267,Activity 9,4508.85,1752.8,Flights,New York,3,3,1,1253.83,47,30.5,7.8,27.7,834.7,73.3,Car,40.46,0,Client 48
466,2024-05-12,Product,E9375,Team 3,P843,Activity 3,788.73,2393.9,Car,New York,6,5,2,402.64,451,937.5,7.9,43.9,403.3,40.2,Flight,11.38,1,Client 36
467,2024-03-18,Operations,E6950,Team 10,P885,Activity 11,2634.52,1092.1,Car,Delhi,0,3,1,3561.75,35,781.6,15.6,49.5,111.0,83.7,Server,51.27,1,Client 47
468,2024-03-21,Marketing,E4212,Team 7,P101,Activity 5,1914.27,845.7,Electricity,Paris,3,3,1,4691.63,64,1298.2,10.8,44.8,676.9,49.4,Flight,86.38,1,Client 21
469,2024-05-19,Marketing,E6272,Team 5,P739,Activity 2,4823.85,864.2,Car,Berlin,6,5,2,4051.04,824,1427.4,10.5,41.7,509.6,18.2,AC,58.13,0,Client 5
470,2024-01-26,Engineering,E6476,Team 6,P838,Activity 15,1361.88,458.0,Gas,Sydney,4,1,1,3653.07,349,1610.5,16.3,19.4,792.4,81.2,AC,97.48,1,Client 25
471,2024-04-12,Product,E5075,Team 3,P156,Activity 19,2416.34,885.5,Gas,Paris,4,4,2,1659.44,615,1585.9,5.9,21.4,45.0,27.2,Laptop,79.72,0,Client 17
472,2024-01-31,Finance,E2593,Team 7,P980,Activity 1,3342.06,1822.6,Car,Berlin,2,1,1,4565.17,616,1360.0,22.3,38.7,692.6,25.5,Laptop,47.74,1,Client 11
473,2024-01-11,Operations,E8251,Team 7,P754,Activity 2,2560.76,2651.5,Gas,Delhi,3,1,1,1716.98,740,1544.3,5.8,29.7,907.8,96.8,AC,8.26,0,Client 19
474,2024-01-03,HR,E2493,Team 4,P796,Activity 9,1223.75,1251.9,Heating,Tokyo,2,1,1,946.14,739,340.6,3.7,4.4,368.1,75.3,Laptop,50.05,1,Client 38
475,2024-06-21,Sales,E6105,Team 1,P728,Activity 17,2045.36,541.9,Flights,Sydney,4,6,2,2809.35,642,1624.1,2.0,14.7,723.6,97.7,Flight,53.52,0,Client 38
476,2024-03-20,Marketing,E2661,Team 6,P644,Activity 2,167.6,1739.6,Car,Delhi,2,3,1,4091.2,249,1805.7,5.1,33.6,48.3,41.0,Printer,75.88,1,Client 21
477,2024-02-26,Operations,E2518,Team 3,P536,Activity 14,1438.55,152.8,Electricity,New York,0,2,1,4478.49,658,1410.7,9.3,40.8,677.3,35.2,Printer,93.44,0,Client 38
478,2024-03-06,Engineering,E1562,Team 7,P736,Activity 11,2271.07,828.1,Heating,Sydney,2,3,1,2159.63,490,748.4,10.8,22.5,101.9,96.4,Printer,40.38,0,Client 44
479,2024-05-08,Engineering,E6591,Team 5,P430,Activity 15,2736.91,692.7,Flights,New York,2,5,2,2532.38,303,1159.7,15.9,41.8,366.3,29.7,Printer,92.09,0,Client 38
480,2024-04-27,Engineering,E1813,Team 2,P788,Activity 3,2967.03,2595.7,Flights,Sydney,5,4,2,928.32,377,526.6,3.4,46.2,120.3,33.4,Flight,85.53,0,Client 29
481,2024-02-29,Operations,E3597,Team 10,P280,Activity 5,4315.54,2596.6,Flights,Berlin,3,2,1,4769.56,942,777.5,23.8,24.2,226.9,98.8,Flight,79.55,0,Client 6
482,2024-03-14,Finance,E3582,Team 9,P872,Activity 8,4566.41,1900.8,Car,Tokyo,3,3,1,663.6,785,198.8,17.3,32.9,837.2,68.1,Printer,9.88,0,Client 10
483,2024-05-31,Engineering,E3248,Team 1,P266,Activity 15,3808.91,2751.5,Electricity,Berlin,4,5,2,807.66,649,390.2,12.2,46.9,538.9,48.7,Laptop,28.34,0,Client 2
484,2024-06-06,Product,E2575,Team 2,P460,Activity 12,4252.51,434.6,Aviation,Paris,3,6,2,2198.16,450,144.8,12.3,26.7,474.4,15.3,Car,6.87,0,Client 21
485,2024-02-06,Product,E7940,Team 3,P553,Activity 10,2383.34,1110.7,Aviation,Paris,1,2,1,178.14,656,1400.7,2.3,38.3,271.1,43.2,Printer,79.54,1,Client 8
486,2024-02-19,Product,E2909,Team 7,P744,Activity 14,1442.11,32.2,Gas,New York,0,2,1,1687.06,534,812.1,11.8,8.6,943.6,87.5,Laptop,98.44,1,Client 44
487,2024-02-23,HR,E3555,Team 5,P859,Activity 18,4501.63,2038.8,Heating,New York,4,2,1,461.66,538,508.4,23.4,13.9,701.2,75.4,Laptop,48.81,1,Client 9
488,2024-05-07,Engineering,E6440,Team 4,P893,Activity 3,1908.36,2534.9,Flights,London,1,5,2,940.76,770,1864.8,13.1,48.8,518.4,6.8,Car,10.17,1,Client 9
489,2024-04-02,Finance,E4257,Team 9,P339,Activity 20,4034.11,1192.6,Flights,Paris,1,4,2,3154.53,70,1301.2,15.1,39.0,879.0,34.1,Flight,60.81,0,Client 9
490,2024-03-04,Product,E1799,Team 10,P865,Activity 10,4262.8,1970.7,Flights,Sydney,0,3,1,804.56,415,741.3,18.3,24.4,350.0,30.0,Laptop,35.56,1,Client 46
491,2024-06-05,Sales,E5661,Team 6,P153,Activity 18,1096.95,2987.7,Aviation,Tokyo,2,6,2,262.06,326,188.7,22.0,34.0,359.2,46.3,Server,79.46,0,Client 44
492,2024-02-14,Sales,E9645,Team 9,P300,Activity 11,3853.16,1803.3,Car,London,2,2,1,4657.9,430,1889.6,13.4,30.8,231.6,98.4,Laptop,51.71,0,Client 37
493,2024-01-29,HR,E3401,Team 1,P454,Activity 12,3233.22,1639.0,Aviation,New York,0,1,1,1765.58,32,443.5,13.5,38.7,166.6,30.0,Server,97.68,0,Client 14
494,2024-05-16,Operations,E2709,Team 1,P402,Activity 3,1808.47,150.8,Electricity,Delhi,3,5,2,3318.48,739,353.4,16.4,43.3,126.2,97.1,AC,66.99,1,Client 45
495,2024-05-11,Marketing,E9561,Team 9,P695,Activity 19,1689.45,1334.6,Heating,Paris,5,5,2,3038.63,197,1131.6,18.8,13.7,429.7,15.4,Laptop,44.21,0,Client 30
496,2024-05-21,Product,E5674,Team 2,P322,Activity 7,2016.82,2111.7,Aviation,New York,1,5,2,1348.54,194,612.0,2.3,40.4,622.2,88.2,Flight,73.4,1,Client 6
497,2024-05-23,Sales,E5032,Team 8,P718,Activity 18,3853.25,28.6,Electricity,Tokyo,3,5,2,301.85,431,1749.6,19.3,17.8,934.2,84.0,AC,55.26,0,Client 13
498,2024-05-17,Finance,E4727,Team 2,P708,Activity 9,4120.55,1344.2,Car,Delhi,4,5,2,2637.8,153,9.5,18.9,18.8,856.0,84.5,AC,48.46,0,Client 26
499,2024-01-26,Marketing,E8168,Team 5,P900,Activity 20,1225.85,1640.6,Gas,Sydney,4,1,1,1552.68,137,1387.6,9.8,20.3,162.6,97.3,Car,21.49,0,Client 22
500,2024-01-17,Finance,E6722,Team 3,P463,Activity 7,2731.73,669.6,Electricity,London,2,1,1,1287.93,850,520.5,6.0,0.0,975.2,90.7,Printer,12.49,1,Client 29
501,2024-04-19,HR,E4676,Team 3,P130,Activity 18,4801.44,1840.0,Heating,Delhi,4,4,2,250.06,441,270.9,12.2,23.5,129.7,78.1,Laptop,46.88,0,Client 18
502,2024-01-02,Operations,E8739,Team 4,P176,Activity 3,3353.41,1555.5,Electricity,Berlin,1,1,1,3573.12,478,1066.4,10.7,18.2,809.8,86.6,Printer,35.52,1,Client 27
503,2024-02-02,Operations,E5810,Team 1,P105,Activity 13,1831.64,2341.2,Flights,Sydney,4,2,1,3810.77,787,611.1,14.8,47.8,935.8,15.3,Flight,5.45,1,Client 49
504,2024-01-14,Finance,E5959,Team 10,P972,Activity 6,1629.06,2788.8,Aviation,Paris,6,1,1,747.93,13,502.0,1.4,34.5,971.5,69.1,Laptop,81.51,1,Client 41
505,2024-02-21,Product,E7950,Team 6,P217,Activity 14,4051.87,967.8,Heating,London,2,2,1,1237.86,201,378.9,2.8,15.0,419.3,67.8,Flight,51.95,0,Client 47
506,2024-05-03,Marketing,E5957,Team 10,P206,Activity 1,3125.73,294.3,Heating,Tokyo,4,5,2,3285.59,889,468.7,9.2,34.4,86.3,22.3,Flight,56.59,1,Client 33
507,2024-06-08,Operations,E1171,Team 7,P509,Activity 5,364.93,688.7,Heating,Sydney,5,6,2,1165.8,608,388.8,13.3,0.6,771.6,23.4,Printer,27.28,1,Client 36
508,2024-04-22,Finance,E6051,Team 6,P343,Activity 1,3467.89,2877.7,Car,Sydney,0,4,2,1385.33,971,1519.3,14.9,9.6,904.0,23.5,Car,48.48,1,Client 8
509,2024-06-15,Sales,E7919,Team 9,P758,Activity 4,326.87,507.8,Electricity,London,5,6,2,367.53,182,1269.4,10.1,19.6,328.7,88.6,Flight,49.19,0,Client 25
510,2024-04-05,Finance,E9312,Team 3,P171,Activity 5,378.45,2372.8,Flights,Sydney,4,4,2,2043.17,67,50.5,20.9,43.7,72.0,72.3,Flight,20.62,0,Client 26
511,2024-01-08,Engineering,E4098,Team 8,P504,Activity 20,2653.03,1264.2,Heating,Delhi,0,1,1,3149.99,219,672.8,23.2,2.1,526.1,70.6,Flight,70.39,0,Client 17
512,2024-03-21,Product,E7803,Team 9,P754,Activity 20,4228.35,2104.5,Car,Paris,3,3,1,4516.51,196,1144.5,8.9,21.8,643.0,41.9,Printer,77.74,0,Client 40
513,2024-05-06,Operations,E2617,Team 7,P109,Activity 5,3717.17,658.7,Electricity,London,0,5,2,955.38,963,986.0,18.9,11.1,18.5,93.3,Server,85.71,0,Client 43
514,2024-05-12,Product,E4367,Team 6,P615,Activity 13,2483.83,1054.0,Aviation,Berlin,6,5,2,2321.19,30,1171.0,18.2,5.9,208.3,51.7,AC,83.22,1,Client 41
515,2024-05-29,Product,E2676,Team 4,P339,Activity 18,1887.96,1901.8,Flights,New York,2,5,2,2086.33,489,1443.4,19.0,11.5,936.1,23.1,AC,96.04,0,Client 9
516,2024-06-12,Sales,E5470,Team 3,P846,Activity 9,445.42,2648.6,Gas,Berlin,2,6,2,1467.61,877,101.7,7.8,8.5,665.4,64.2,Server,60.75,0,Client 8
517,2024-03-06,Product,E7092,Team 6,P354,Activity 4,4153.53,265.3,Heating,Berlin,2,3,1,1083.61,171,1267.3,8.2,32.5,357.8,87.4,AC,2.47,1,Client 14
518,2024-04-12,HR,E1788,Team 4,P534,Activity 19,355.6,376.2,Car,Berlin,4,4,2,4313.55,608,1728.3,1.1,11.7,599.1,21.7,Printer,44.53,1,Client 22
519,2024-02-04,Finance,E3684,Team 1,P100,Activity 4,1564.88,2158.1,Flights,Paris,6,2,1,3703.63,776,1484.7,20.5,27.0,870.7,38.2,Server,70.91,0,Client 47
520,2024-01-28,Product,E4538,Team 7,P443,Activity 17,1802.45,2813.0,Gas,London,6,1,1,4954.15,538,1430.7,4.8,35.4,473.0,84.1,Flight,22.41,0,Client 15
521,2024-01-13,Operations,E9860,Team 8,P687,Activity 4,1014.82,1060.1,Heating,London,5,1,1,4819.66,368,838.6,18.0,10.9,97.3,54.1,AC,75.89,0,Client 13
522,2024-05-19,Sales,E2902,Team 9,P876,Activity 13,971.56,1365.9,Aviation,Sydney,6,5,2,2881.23,14,1294.2,17.3,20.3,573.3,40.2,Printer,7.85,1,Client 16
523,2024-03-08,Product,E6002,Team 5,P100,Activity 5,3624.26,906.2,Gas,Berlin,4,3,1,1825.45,844,475.8,9.6,43.7,217.6,94.7,Flight,89.57,1,Client 10
524,2024-01-23,Engineering,E1633,Team 4,P929,Activity 11,4757.11,2646.5,Gas,Sydney,1,1,1,4645.73,230,1399.8,19.4,10.0,489.6,28.9,Laptop,49.07,0,Client 12
525,2024-03-12,Product,E1866,Team 1,P269,Activity 17,4519.86,2308.4,Aviation,New York,1,3,1,1071.52,376,152.1,2.3,41.0,540.2,81.0,Flight,18.49,0,Client 43
526,2024-06-26,HR,E3962,Team 5,P360,Activity 17,2097.9,2591.5,Gas,New York,2,6,2,1857.48,872,1875.3,17.2,32.0,89.4,41.4,Car,30.4,1,Client 32
527,2024-06-02,Engineering,E3169,Team 1,P385,Activity 7,1750.98,107.8,Flights,Delhi,6,6,2,4484.17,75,118.0,9.6,30.6,320.3,19.7,AC,93.98,0,Client 39
528,2024-01-24,Finance,E2908,Team 1,P169,Activity 15,1063.92,1068.5,Electricity,Tokyo,2,1,1,3060.33,44,834.5,14.9,16.5,485.0,24.8,Car,84.57,0,Client 41
529,2024-05-07,Product,E2887,Team 5,P693,Activity 19,2381.56,117.2,Aviation,Tokyo,1,5,2,2978.15,534,1650.5,20.4,19.4,757.1,78.7,Laptop,95.31,1,Client 3
530,2024-05-15,HR,E1465,Team 3,P863,Activity 9,1771.32,1785.2,Car,New York,2,5,2,3159.27,140,1585.4,12.2,37.3,720.0,74.7,Printer,87.41,1,Client 43
531,2024-05-26,HR,E2356,Team 1,P840,Activity 19,3720.71,1725.6,Flights,Delhi,6,5,2,3941.35,635,503.3,5.8,31.1,712.8,68.9,Flight,98.44,0,Client 27
532,2024-02-13,Sales,E7914,Team 1,P859,Activity 11,641.95,1305.8,Gas,Paris,1,2,1,2703.01,572,1348.3,9.4,38.2,238.1,2.1,Laptop,87.77,1,Client 9
533,2024-05-03,Engineering,E9254,Team 10,P493,Activity 8,234.27,2568.7,Heating,Delhi,4,5,2,4775.24,829,1231.3,20.9,40.3,343.6,53.6,Printer,6.44,0,Client 2
534,2024-03-10,Product,E4907,Team 7,P540,Activity 16,4077.59,2696.1,Car,Delhi,6,3,1,4759.69,966,1289.1,10.3,47.4,628.6,2.1,Laptop,83.61,0,Client 28
535,2024-05-30,Sales,E4160,Team 3,P736,Activity 3,801.63,2970.4,Car,Tokyo,3,5,2,641.36,724,344.2,13.6,16.0,488.8,89.2,Laptop,89.28,1,Client 20
536,2024-03-31,Operations,E5498,Team 4,P812,Activity 16,125.52,2726.2,Aviation,Paris,6,3,1,3319.19,507,1021.8,1.6,26.1,425.0,39.4,Laptop,77.36,1,Client 42
537,2024-02-22,Engineering,E5143,Team 5,P365,Activity 17,2507.91,1093.0,Car,Sydney,3,2,1,2444.01,713,1513.5,10.4,5.1,630.8,58.5,Flight,60.43,0,Client 25
538,2024-01-10,HR,E5265,Team 9,P554,Activity 4,322.5,889.7,Aviation,Paris,2,1,1,1899.4,342,1129.5,23.1,23.2,540.5,43.4,Car,17.4,0,Client 30
539,2024-03-02,Product,E7733,Team 7,P742,Activity 1,4289.6,1616.0,Electricity,Paris,5,3,1,4242.76,531,1380.3,15.4,25.0,265.5,12.6,AC,74.0,0,Client 38
540,2024-01-25,HR,E8959,Team 10,P310,Activity 5,1458.35,119.8,Gas,New York,3,1,1,2780.74,759,69.1,1.4,33.9,591.2,35.5,AC,37.0,1,Client 45
541,2024-01-06,Sales,E4584,Team 7,P953,Activity 7,4139.73,1322.1,Car,Delhi,5,1,1,3056.07,341,541.5,7.5,17.2,763.2,59.3,AC,48.17,0,Client 48
542,2024-05-28,HR,E5421,Team 7,P675,Activity 20,4741.87,1410.7,Electricity,Sydney,1,5,2,839.95,612,567.6,4.9,35.8,864.5,18.8,Car,53.81,1,Client 50
543,2024-06-25,Finance,E7258,Team 3,P391,Activity 6,833.57,1784.7,Flights,Berlin,1,6,2,4280.55,84,206.3,18.5,26.9,740.2,53.0,Flight,41.93,1,Client 40
544,2024-06-18,Operations,E7173,Team 8,P943,Activity 14,2826.02,712.6,Gas,Paris,1,6,2,3837.18,156,968.7,23.7,27.0,834.5,29.7,Flight,87.6,0,Client 14
545,2024-05-04,Finance,E2472,Team 1,P599,Activity 7,2199.8,2275.0,Flights,Delhi,5,5,2,4079.38,611,1370.4,10.7,34.4,662.8,76.7,Laptop,49.84,1,Client 21
546,2024-04-25,HR,E5408,Team 2,P554,Activity 4,93.33,702.1,Electricity,Berlin,3,4,2,710.52,996,1467.9,10.9,43.7,836.3,17.9,Laptop,17.15,0,Client 22
547,2024-02-07,Marketing,E2555,Team 8,P953,Activity 13,3784.36,1325.2,Car,Delhi,2,2,1,4003.03,650,777.3,21.9,45.5,880.6,14.0,Laptop,56.47,1,Client 45
548,2024-06-05,Marketing,E8096,Team 5,P811,Activity 11,2141.2,2180.9,Car,Paris,2,6,2,540.14,888,1105.6,3.5,17.7,208.5,96.3,Laptop,3.42,1,Client 37
549,2024-06-09,Finance,E6303,Team 1,P517,Activity 2,1799.04,1927.4,Aviation,Paris,6,6,2,2304.31,60,1042.3,17.5,24.6,984.5,40.4,Laptop,38.44,0,Client 11
550,2024-06-15,HR,E1115,Team 1,P249,Activity 8,4932.11,2596.6,Gas,Tokyo,5,6,2,4316.84,339,1301.4,3.6,22.3,256.1,36.1,Server,83.34,1,Client 34
551,2024-01-14,Operations,E8630,Team 5,P568,Activity 9,915.39,382.1,Car,Sydney,6,1,1,2336.9,42,1781.4,16.6,47.8,908.6,71.9,Car,83.31,0,Client 30
552,2024-04-28,HR,E5773,Team 9,P729,Activity 4,3796.86,842.3,Gas,Paris,6,4,2,1072.72,495,1474.9,5.6,45.5,387.0,75.4,Car,10.41,1,Client 34
553,2024-01-04,Marketing,E9952,Team 5,P173,Activity 9,4741.16,1518.5,Flights,London,3,1,1,3985.91,52,769.9,19.0,11.1,261.3,6.5,Car,99.93,0,Client 4
554,2024-05-11,Engineering,E4247,Team 4,P401,Activity 12,2954.27,2643.2,Flights,Paris,5,5,2,3087.63,393,998.0,10.6,25.3,827.4,81.8,Laptop,37.66,0,Client 45
555,2024-05-02,Operations,E9785,Team 4,P153,Activity 17,3604.04,2043.4,Flights,Delhi,3,5,2,4594.26,846,1202.2,4.5,45.3,664.8,68.7,AC,93.01,1,Client 32
556,2024-04-25,Product,E7415,Team 1,P862,Activity 5,2038.13,735.7,Car,New York,3,4,2,4253.18,454,861.8,13.2,9.8,37.5,87.9,AC,90.27,1,Client 26
557,2024-02-28,Product,E1143,Team 5,P491,Activity 15,1257.02,1687.1,Flights,London,2,2,1,2900.45,592,1520.0,1.7,16.1,684.8,28.4,Laptop,51.66,1,Client 11
558,2024-06-15,Operations,E7545,Team 5,P855,Activity 5,1615.38,1585.5,Aviation,Tokyo,5,6,2,1783.49,162,772.5,23.0,21.4,324.8,68.8,Flight,17.56,0,Client 35
559,2024-04-11,Product,E8084,Team 8,P496,Activity 14,4119.52,1208.0,Electricity,Sydney,3,4,2,1566.61,730,1643.1,6.8,27.5,334.9,3.7,Flight,2.53,1,Client 14
560,2024-01-06,Finance,E7250,Team 9,P711,Activity 3,3573.82,1972.0,Heating,New York,5,1,1,2671.84,164,535.2,17.5,5.4,647.7,49.5,Printer,39.66,0,Client 24
561,2024-02-03,Finance,E5539,Team 9,P327,Activity 1,4633.74,262.0,Flights,New York,5,2,1,3896.91,272,378.6,4.8,18.4,485.9,5.5,Car,47.24,0,Client 24
562,2024-05-17,Finance,E4656,Team 1,P823,Activity 1,176.17,668.7,Car,London,4,5,2,3560.34,624,1280.6,1.2,29.5,233.1,61.5,Flight,18.09,0,Client 2
563,2024-01-21,Operations,E4314,Team 8,P491,Activity 8,1652.03,1211.0,Gas,Tokyo,6,1,1,3841.36,377,1411.3,2.4,36.3,537.9,65.1,Printer,26.64,1,Client 24
564,2024-05-21,Finance,E9127,Team 8,P768,Activity 6,2969.63,2266.7,Heating,London,1,5,2,985.17,668,1322.7,18.0,39.0,652.0,40.1,Laptop,82.81,1,Client 46
565,2024-04-25,Marketing,E7008,Team 5,P893,Activity 2,1026.56,1122.3,Flights,Sydney,3,4,2,1403.44,672,1091.1,12.7,6.2,870.8,13.3,Flight,84.17,1,Client 46
566,2024-01-02,Marketing,E1695,Team 6,P737,Activity 2,2540.05,1789.2,Car,Paris,1,1,1,1727.26,371,410.5,13.0,34.8,667.9,61.6,Flight,25.74,0,Client 49
567,2024-02-23,Marketing,E7142,Team 7,P775,Activity 19,2792.82,321.1,Heating,London,4,2,1,1799.72,815,708.1,8.3,31.3,309.2,74.1,Printer,94.1,1,Client 33
568,2024-01-25,Finance,E8722,Team 4,P831,Activity 12,4567.72,1074.5,Electricity,New York,3,1,1,2204.7,544,968.3,18.3,36.7,470.4,75.3,Car,3.62,1,Client 9
569,2024-03-09,Finance,E6583,Team 7,P502,Activity 5,1116.7,1895.7,Flights,London,5,3,1,2667.76,122,447.5,16.4,50.0,998.7,14.5,Printer,27.63,0,Client 31
570,2024-05-25,Operations,E8676,Team 6,P605,Activity 16,2679.85,2363.4,Electricity,Delhi,5,5,2,4209.05,733,1644.7,13.3,5.1,800.7,22.4,Car,41.16,0,Client 4
571,2024-03-18,Operations,E4419,Team 1,P686,Activity 11,3347.89,38.2,Gas,Tokyo,0,3,1,4847.73,438,674.4,23.9,5.0,775.5,2.1,AC,1.48,1,Client 2
